cities,time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,windspeed_10m_max,windgusts_10m_max,weathercode
Casablanca,2026-09-14,32.3,23.6,0.0,0,10.3,29.5,1
Casablanca,2026-09-15,28.0,21.7,0.0,0,11.9,33.1,45
Casablanca,2026-09-16,25.6,20.9,0.0,0,14.6,38.2,2
Casablanca,2026-09-17,25.6,19.7,0.0,2,12.5,34.2,3
Casablanca,2026-09-18,25.4,18.2,0.0,3,14.8,38.5,2
Casablanca,2026-09-19,28.6,19.8,0.0,2,13.1,34.9,45
Casablanca,2026-09-20,31.7,21.1,0.0,0,13.3,35.3,45
Tangier,2026-09-14,29.3,22.6,0.0,0,26.1,61.2,1
Tangier,2026-09-15,30.1,21.1,0.0,0,16.1,36.7,1
Tangier,2026-09-16,26.9,18.2,0.0,0,21.3,48.6,3
Tangier,2026-09-17,26.2,18.8,0.0,0,15.0,34.9,3
Tangier,2026-09-18,28.2,18.7,0.0,0,21.4,49.3,3
Tangier,2026-09-19,27.3,21.7,0.0,0,34.2,64.8,3
Tangier,2026-09-20,26.9,22.9,0.0,3,35.1,65.5,3
Fès,2026-09-14,38.1,23.5,0.0,0,10.8,28.8,3
Fès,2026-09-15,35.2,23.9,0.0,0,15.1,38.2,3
Fès,2026-09-16,31.3,20.5,0.0,0,16.8,40.3,1
Fès,2026-09-17,27.7,18.7,0.0,3,12.2,33.5,3
Fès,2026-09-18,32.0,18.0,0.0,13,9.7,27.0,3
Fès,2026-09-19,37.4,21.2,0.0,5,9.8,26.7,3
Fès,2026-09-20,38.9,23.5,0.0,5,17.2,41.0,2
Marrakech,2026-09-14,39.8,23.2,0.0,5,10.9,31.7,3
Marrakech,2026-09-15,38.4,24.4,0.0,5,14.8,38.9,3
Marrakech,2026-09-16,34.6,20.3,0.0,0,13.3,35.6,0
Marrakech,2026-09-17,30.3,18.3,0.0,0,8.8,26.3,1
Marrakech,2026-09-18,31.7,18.2,0.0,15,7.9,25.2,1
Marrakech,2026-09-19,35.7,19.6,0.3,17,12.9,23.0,3
Marrakech,2026-09-20,37.9,20.3,0.0,18,11.3,23.0,2
Sale,2026-09-14,33.5,23.5,0.0,0,11.1,29.2,0
Sale,2026-09-15,27.6,21.5,0.0,0,13.7,34.9,45
Sale,2026-09-16,25.8,20.8,0.0,0,15.5,39.2,2
Sale,2026-09-17,25.9,18.8,0.0,0,12.0,32.0,3
Sale,2026-09-18,26.2,17.4,0.0,0,15.3,38.2,2
Sale,2026-09-19,27.4,17.6,0.0,3,12.3,30.6,45
Sale,2026-09-20,30.8,21.3,0.0,3,13.7,30.2,1
Meknès,2026-09-14,37.3,23.1,0.0,0,16.1,39.6,3
Meknès,2026-09-15,34.2,21.3,0.0,0,16.1,40.7,3
Meknès,2026-09-16,30.3,18.9,0.0,0,16.8,42.1,1
Meknès,2026-09-17,26.3,17.4,0.0,3,12.8,33.8,3
Meknès,2026-09-18,30.2,15.6,0.0,5,11.9,31.3,2
Meknès,2026-09-19,34.9,19.0,0.6,5,7.8,28.1,80
Meknès,2026-09-20,37.3,22.0,0.0,5,15.5,36.4,2
Rabat,2026-09-14,33.5,23.5,0.0,0,11.1,29.2,0
Rabat,2026-09-15,27.6,21.6,0.0,0,13.7,34.9,45
Rabat,2026-09-16,25.8,20.9,0.0,0,15.5,39.2,2
Rabat,2026-09-17,26.0,18.9,0.0,0,12.0,32.0,3
Rabat,2026-09-18,26.2,17.5,0.0,0,15.3,38.2,2
Rabat,2026-09-19,27.4,17.6,0.0,3,12.3,30.6,45
Rabat,2026-09-20,30.9,21.4,0.0,3,13.7,30.2,1
Agadir,2026-09-14,39.3,28.6,0.0,5,17.3,43.9,3
Agadir,2026-09-15,34.2,26.5,0.2,0,10.5,30.2,3
Agadir,2026-09-16,36.5,23.8,0.0,0,16.3,47.9,0
Agadir,2026-09-17,28.0,20.3,0.0,2,13.8,36.0,2
Agadir,2026-09-18,26.3,19.7,0.0,5,13.5,36.7,2
Agadir,2026-09-19,37.7,20.2,0.0,3,16.3,40.0,3
Agadir,2026-09-20,40.1,25.2,0.0,0,16.9,38.5,1
Kenitra,2026-09-14,35.0,22.7,0.0,0,11.9,29.9,0
Kenitra,2026-09-15,28.6,21.1,0.0,0,13.9,34.2,45
Kenitra,2026-09-16,26.5,20.7,0.0,0,16.5,40.0,2
Kenitra,2026-09-17,26.5,18.3,0.0,2,12.3,33.1,3
Kenitra,2026-09-18,28.2,17.2,0.0,3,15.5,38.9,45
Kenitra,2026-09-19,29.1,17.0,0.0,0,13.7,32.4,3
Kenitra,2026-09-20,33.7,19.9,0.0,0,16.1,36.0,0
Oujda-Angad,2026-09-14,30.0,17.5,0.0,0,17.1,36.4,1
Oujda-Angad,2026-09-15,30.5,15.9,0.0,0,17.1,35.3,3
Oujda-Angad,2026-09-16,32.1,14.9,0.0,0,19.2,40.3,0
Oujda-Angad,2026-09-17,28.0,16.8,0.0,13,16.7,40.0,3
Oujda-Angad,2026-09-18,27.0,16.3,0.0,33,19.3,42.1,45
Oujda-Angad,2026-09-19,31.5,17.4,0.0,7,18.8,33.8,45
Oujda-Angad,2026-09-20,31.5,19.2,0.0,8,20.9,37.4,2
Tétouan,2026-09-14,26.9,22.1,0.0,0,18.1,46.4,2
Tétouan,2026-09-15,28.2,20.8,0.0,0,13.0,34.6,2
Tétouan,2026-09-16,33.7,18.3,0.0,0,25.3,58.7,1
Tétouan,2026-09-17,27.9,17.5,0.0,3,11.3,27.4,3
Tétouan,2026-09-18,26.4,17.2,0.0,8,20.3,46.1,3
Tétouan,2026-09-19,27.1,21.7,0.0,3,27.8,56.5,3
Tétouan,2026-09-20,26.7,22.9,0.0,5,26.5,62.3,3
Safi,2026-09-14,34.1,24.7,0.0,0,17.6,32.4,3
Safi,2026-09-15,33.1,23.1,0.0,0,25.1,43.9,1
Safi,2026-09-16,26.7,20.4,0.0,0,28.5,50.0,2
Safi,2026-09-17,24.7,18.8,0.0,0,19.6,34.2,2
Safi,2026-09-18,25.8,18.3,0.0,3,23.7,43.6,2
Safi,2026-09-19,31.2,19.1,0.0,3,18.8,34.6,3
Safi,2026-09-20,37.2,22.5,0.0,0,20.6,38.5,1
Taourirt,2026-09-14,31.5,19.2,0.0,0,24.5,40.7,1
Taourirt,2026-09-15,32.2,18.9,0.0,0,23.6,38.2,3
Taourirt,2026-09-16,34.0,18.4,0.0,0,23.4,37.4,1
Taourirt,2026-09-17,29.9,20.0,0.0,11,26.2,46.4,3
Taourirt,2026-09-18,29.0,18.5,0.0,13,26.8,48.6,45
Taourirt,2026-09-19,31.7,18.7,0.0,6,17.7,30.6,3
Taourirt,2026-09-20,31.7,19.9,0.0,5,21.8,35.3,45
Temara,2026-09-14,33.4,23.5,0.0,0,11.0,29.9,1
Temara,2026-09-15,27.6,21.1,0.0,0,13.2,36.0,1
Temara,2026-09-16,25.6,20.3,0.0,0,15.9,41.0,2
Temara,2026-09-17,25.7,18.5,0.0,0,12.4,33.1,3
Temara,2026-09-18,26.4,16.4,0.0,0,14.8,38.9,45
Temara,2026-09-19,25.8,17.5,0.0,3,12.6,27.0,2
Temara,2026-09-20,29.3,20.7,0.0,3,13.8,27.7,0
Laâyoune,2026-09-14,41.1,25.7,0.2,12,31.1,57.2,51
Laâyoune,2026-09-15,40.2,25.9,0.0,0,27.8,53.6,1
Laâyoune,2026-09-16,36.0,22.0,0.0,0,28.8,55.4,0
Laâyoune,2026-09-17,28.8,21.5,0.0,0,28.5,54.7,3
Laâyoune,2026-09-18,28.0,19.0,0.0,6,26.1,51.8,2
Laâyoune,2026-09-19,29.0,18.3,0.0,0,20.8,43.2,3
Laâyoune,2026-09-20,32.4,18.6,0.0,0,22.1,47.2,0
El Jadid,2026-09-14,29.8,21.0,0.0,0,13.3,24.1,1
El Jadid,2026-09-15,26.6,21.5,0.0,0,16.6,29.9,45
El Jadid,2026-09-16,25.0,20.9,0.0,0,19.7,35.6,2
El Jadid,2026-09-17,25.1,19.5,0.0,0,15.2,27.0,3
El Jadid,2026-09-18,24.4,19.0,0.0,0,19.0,35.3,45
El Jadid,2026-09-19,27.0,20.5,0.0,2,18.4,34.9,3
El Jadid,2026-09-20,29.2,21.1,0.0,0,17.3,32.8,45
Ait Melloul,2026-09-14,39.8,25.3,0.0,3,17.7,34.2,3
Ait Melloul,2026-09-15,34.0,25.2,0.3,3,17.7,34.6,3
Ait Melloul,2026-09-16,29.4,21.6,0.0,0,20.5,39.6,1
Ait Melloul,2026-09-17,26.6,21.0,0.0,0,17.5,34.2,3
Ait Melloul,2026-09-18,26.3,20.0,0.0,5,18.4,36.0,2
Ait Melloul,2026-09-19,38.0,20.3,0.0,5,16.3,40.0,3
Ait Melloul,2026-09-20,40.3,25.4,0.0,0,16.9,38.5,1
Béni Mellal,2026-09-14,38.4,25.5,0.0,5,18.6,40.3,3
Béni Mellal,2026-09-15,36.5,25.3,0.0,0,21.0,45.0,3
Béni Mellal,2026-09-16,32.7,21.2,0.0,0,17.9,36.7,2
Béni Mellal,2026-09-17,29.8,18.7,0.0,5,10.7,24.8,2
Béni Mellal,2026-09-18,31.6,18.9,0.0,14,10.6,20.9,3
Béni Mellal,2026-09-19,35.7,22.6,0.6,14,14.3,28.4,3
Béni Mellal,2026-09-20,37.8,26.6,0.0,3,18.0,37.1,2
Bouskoura,2026-09-14,37.0,24.2,0.0,0,15.5,38.5,2
Bouskoura,2026-09-15,31.3,20.7,0.0,0,16.1,39.2,45
Bouskoura,2026-09-16,26.8,19.6,0.0,0,17.5,42.1,45
Bouskoura,2026-09-17,26.5,18.8,0.0,2,14.0,35.6,3
Bouskoura,2026-09-18,27.3,16.8,0.0,3,17.7,42.8,45
Bouskoura,2026-09-19,27.8,19.0,0.0,2,13.1,34.9,45
Bouskoura,2026-09-20,30.9,20.3,0.0,0,13.3,35.3,45
Tiznit,2026-09-14,39.9,29.5,0.1,8,27.9,46.4,3
Tiznit,2026-09-15,36.0,27.3,0.0,0,20.0,32.4,0
Tiznit,2026-09-16,31.6,21.4,0.0,0,22.5,38.2,1
Tiznit,2026-09-17,24.2,19.4,0.0,0,23.2,38.2,3
Tiznit,2026-09-18,24.9,19.2,0.0,0,22.3,37.1,3
Tiznit,2026-09-19,28.4,19.4,0.0,0,15.6,25.9,2
Tiznit,2026-09-20,31.2,23.3,0.0,0,17.0,29.2,1
Mohammedia,2026-09-14,31.3,22.8,0.0,0,11.3,26.6,1
Mohammedia,2026-09-15,26.8,21.1,0.0,0,14.3,33.1,45
Mohammedia,2026-09-16,25.3,20.7,0.0,0,16.7,38.5,2
Mohammedia,2026-09-17,25.3,19.5,0.0,0,14.2,33.5,3
Mohammedia,2026-09-18,25.0,17.1,0.0,3,15.9,37.8,3
Mohammedia,2026-09-19,30.0,18.8,0.0,3,17.5,32.8,45
Mohammedia,2026-09-20,33.6,21.2,0.0,0,19.1,36.4,0
Kouribga,2026-09-14,37.5,22.1,0.0,5,27.2,52.9,2
Kouribga,2026-09-15,34.8,21.3,0.0,0,25.2,48.6,2
Kouribga,2026-09-16,31.6,17.9,0.0,0,21.6,41.4,0
Kouribga,2026-09-17,28.3,13.7,0.0,0,18.4,35.6,45
Kouribga,2026-09-18,29.9,14.3,0.0,13,17.4,35.6,2
Kouribga,2026-09-19,33.4,17.4,0.3,8,12.0,32.0,3
Kouribga,2026-09-20,35.8,19.1,0.0,8,22.3,43.9,1
Settat,2026-09-14,39.8,23.7,0.0,0,23.3,49.3,2
Settat,2026-09-15,35.6,22.1,0.0,0,23.8,49.7,2
Settat,2026-09-16,29.7,19.0,0.0,0,20.4,41.4,2
Settat,2026-09-17,27.1,17.1,0.0,2,16.6,35.3,3
Settat,2026-09-18,30.0,15.7,0.0,5,18.2,41.0,45
Settat,2026-09-19,34.4,16.8,0.0,14,18.7,35.6,3
Settat,2026-09-20,37.2,21.7,0.3,15,24.3,47.5,80
Barrechid,2026-09-14,39.9,24.0,0.0,0,22.6,41.0,2
Barrechid,2026-09-15,34.8,20.7,0.0,0,21.7,39.2,1
Barrechid,2026-09-16,28.8,18.7,0.0,0,21.0,37.4,2
Barrechid,2026-09-17,27.3,17.7,0.0,2,16.8,30.2,3
Barrechid,2026-09-18,29.3,16.0,0.0,3,20.2,37.4,45
Barrechid,2026-09-19,33.0,18.0,0.0,5,19.9,36.0,45
Barrechid,2026-09-20,37.0,20.9,0.0,5,19.8,38.2,3
Ad Dakhla,2026-09-14,22.4,19.9,0.0,0,19.7,24.5,0
Ad Dakhla,2026-09-15,23.9,19.7,0.0,2,28.7,34.6,3
Ad Dakhla,2026-09-16,23.6,21.7,0.0,0,34.0,42.1,0
Ad Dakhla,2026-09-17,22.4,19.8,0.0,0,38.1,48.6,0
Ad Dakhla,2026-09-18,21.2,20.2,0.0,0,35.6,45.4,0
Ad Dakhla,2026-09-19,21.0,19.9,0.0,0,28.1,35.6,0
Ad Dakhla,2026-09-20,21.7,19.6,0.0,0,30.4,39.2,0
Nador,2026-09-14,26.2,23.2,0.0,0,14.2,32.8,2
Nador,2026-09-15,26.2,22.0,0.0,0,11.6,27.0,3
Nador,2026-09-16,29.8,20.8,0.0,0,8.6,24.8,2
Nador,2026-09-17,26.1,22.1,0.0,5,11.5,27.0,3
Nador,2026-09-18,25.3,21.5,0.3,13,13.5,32.4,3
Nador,2026-09-19,27.7,22.2,0.45,10,19.4,33.8,3
Nador,2026-09-20,27.5,22.5,0.0,3,18.6,33.8,45
Taza,2026-09-14,32.1,20.4,0.0,0,18.2,36.4,1
Taza,2026-09-15,33.2,19.5,0.0,0,15.7,33.1,3
Taza,2026-09-16,30.5,19.3,0.0,0,24.1,50.4,1
Taza,2026-09-17,29.4,18.2,0.0,5,19.3,42.1,3
Taza,2026-09-18,29.0,17.2,0.0,5,19.2,41.4,3
Taza,2026-09-19,32.6,19.0,0.0,8,17.6,39.6,3
Taza,2026-09-20,33.2,20.7,0.0,8,19.9,37.8,1
Inezgane,2026-09-14,38.4,25.5,0.0,3,12.0,35.3,3
Inezgane,2026-09-15,32.0,24.2,0.3,3,11.9,32.4,3
Inezgane,2026-09-16,31.6,21.7,0.0,0,15.5,41.0,1
Inezgane,2026-09-17,26.1,20.4,0.0,0,14.4,37.8,2
Inezgane,2026-09-18,25.1,19.5,0.0,5,14.4,39.2,2
Inezgane,2026-09-19,38.0,20.3,0.0,5,16.3,40.0,3
Inezgane,2026-09-20,40.4,25.5,0.0,0,16.9,38.5,1
Larache,2026-09-14,35.9,22.0,0.0,0,13.1,24.8,0
Larache,2026-09-15,29.8,19.5,0.0,0,25.3,48.6,0
Larache,2026-09-16,26.7,18.7,0.0,0,18.1,33.8,2
Larache,2026-09-17,26.1,18.9,0.0,0,14.4,27.4,45
Larache,2026-09-18,27.4,15.3,0.0,0,16.8,33.1,45
Larache,2026-09-19,30.6,18.5,0.0,3,14.8,28.1,2
Larache,2026-09-20,36.0,20.0,0.0,3,18.2,33.8,2
Al Khmissat,2026-09-14,39.1,23.2,0.0,0,18.9,37.8,3
Al Khmissat,2026-09-15,35.3,20.8,0.0,0,18.9,37.8,2
Al Khmissat,2026-09-16,30.9,18.1,0.0,0,18.4,37.4,2
Al Khmissat,2026-09-17,27.9,16.2,0.0,2,14.1,28.8,45
Al Khmissat,2026-09-18,30.4,14.8,0.0,5,18.1,33.8,3
Al Khmissat,2026-09-19,35.3,18.1,0.0,3,13.3,27.7,3
Al Khmissat,2026-09-20,38.1,19.2,0.0,3,21.2,39.6,1
Guelmim,2026-09-14,38.5,26.8,0.3,41,21.8,40.0,51
Guelmim,2026-09-15,37.7,24.8,0.0,4,21.7,36.7,0
Guelmim,2026-09-16,37.4,21.1,0.0,0,33.4,54.7,0
Guelmim,2026-09-17,24.8,18.6,0.0,0,26.2,44.3,3
Guelmim,2026-09-18,27.3,18.7,0.0,0,22.4,40.3,3
Guelmim,2026-09-19,30.7,18.9,0.0,2,23.7,43.2,3
Guelmim,2026-09-20,36.7,20.7,0.0,2,20.9,37.1,0
Ksar El Kebir,2026-09-14,39.0,24.4,0.0,0,17.1,32.8,0
Ksar El Kebir,2026-09-15,35.4,20.8,0.0,0,22.7,46.1,0
Ksar El Kebir,2026-09-16,29.9,20.7,0.0,0,15.9,31.0,2
Ksar El Kebir,2026-09-17,27.5,19.9,0.0,0,11.2,21.2,3
Ksar El Kebir,2026-09-18,30.9,16.4,0.0,3,18.1,34.6,45
Ksar El Kebir,2026-09-19,36.5,18.4,0.0,3,18.7,35.6,2
Ksar El Kebir,2026-09-20,39.6,21.8,0.0,3,14.0,31.7,0
Khénifra,2026-09-14,37.0,19.8,0.0,3,15.6,51.5,3
Khénifra,2026-09-15,34.9,19.7,0.0,3,20.9,38.5,3
Khénifra,2026-09-16,31.6,16.3,0.0,0,19.2,34.9,2
Khénifra,2026-09-17,30.4,16.1,0.0,13,18.5,33.5,3
Khénifra,2026-09-18,32.7,14.7,0.0,20,20.9,40.0,3
Khénifra,2026-09-19,33.8,19.9,0.0,12,13.2,27.7,3
Khénifra,2026-09-20,36.2,20.3,0.0,13,10.2,23.0,2
Skhirate,2026-09-14,30.6,22.6,0.0,0,11.0,25.6,45
Skhirate,2026-09-15,26.1,20.9,0.0,0,14.7,32.0,45
Skhirate,2026-09-16,24.8,20.6,0.0,0,16.9,36.7,2
Skhirate,2026-09-17,24.8,19.0,0.0,0,13.2,29.5,3
Skhirate,2026-09-18,24.6,16.7,0.0,0,16.8,36.7,2
Skhirate,2026-09-19,25.9,17.7,0.0,0,12.6,27.0,3
Skhirate,2026-09-20,29.4,20.8,0.0,0,13.8,27.7,0
Beni Yakhlef,2026-09-14,36.0,23.9,0.0,0,16.5,30.6,1
Beni Yakhlef,2026-09-15,29.8,20.2,0.0,0,18.5,34.2,45
Beni Yakhlef,2026-09-16,26.5,19.4,0.0,0,20.4,37.8,3
Beni Yakhlef,2026-09-17,26.6,18.5,0.0,0,16.4,31.0,3
Beni Yakhlef,2026-09-18,27.0,15.6,0.0,3,20.6,38.5,45
Beni Yakhlef,2026-09-19,29.5,18.2,0.0,3,17.5,32.8,45
Beni Yakhlef,2026-09-20,33.1,20.7,0.0,0,19.1,36.4,0
Sidi Yahya Zaer,2026-09-14,38.4,23.7,0.0,0,20.7,41.4,1
Sidi Yahya Zaer,2026-09-15,32.1,20.3,0.0,0,21.1,42.5,1
Sidi Yahya Zaer,2026-09-16,27.5,18.5,0.0,0,22.2,43.9,2
Sidi Yahya Zaer,2026-09-17,26.3,17.3,0.0,0,16.4,33.5,3
Sidi Yahya Zaer,2026-09-18,27.9,15.0,0.0,0,19.6,40.3,1
Sidi Yahya Zaer,2026-09-19,31.3,16.6,0.0,0,15.8,33.1,3
Sidi Yahya Zaer,2026-09-20,36.2,19.3,0.0,0,19.1,38.2,0
Ben Guerir,2026-09-14,39.6,26.3,0.0,0,21.1,44.3,3
Ben Guerir,2026-09-15,36.9,24.5,0.0,0,23.9,48.6,3
Ben Guerir,2026-09-16,32.5,19.5,0.0,0,22.2,44.3,0
Ben Guerir,2026-09-17,28.5,16.7,0.0,0,16.3,33.1,2
Ben Guerir,2026-09-18,30.9,16.6,0.0,5,16.3,33.5,1
Ben Guerir,2026-09-19,35.7,18.4,0.9,17,9.0,32.0,80
Ben Guerir,2026-09-20,37.7,22.5,0.0,18,21.1,37.4,2
Ait Ali,2026-09-14,40.1,27.2,0.0,5,19.5,32.0,3
Ait Ali,2026-09-15,35.1,25.7,0.2,5,21.0,33.8,3
Ait Ali,2026-09-16,30.4,22.1,0.0,0,27.9,44.6,1
Ait Ali,2026-09-17,26.2,20.5,0.0,2,26.7,42.8,2
Ait Ali,2026-09-18,26.6,20.1,0.0,3,22.7,37.8,2
Ait Ali,2026-09-19,31.2,19.9,0.3,0,17.7,33.5,2
Ait Ali,2026-09-20,37.8,25.3,0.0,0,22.5,37.4,1
My Drarga,2026-09-14,39.6,26.6,0.0,3,18.9,39.2,3
My Drarga,2026-09-15,34.5,25.7,0.3,3,15.2,33.8,3
My Drarga,2026-09-16,32.4,22.3,0.0,0,19.0,40.0,1
My Drarga,2026-09-17,26.9,20.4,0.0,0,17.3,40.3,2
My Drarga,2026-09-18,26.4,19.6,0.0,5,17.3,38.2,2
My Drarga,2026-09-19,37.9,20.2,0.0,5,16.3,40.0,3
My Drarga,2026-09-20,40.2,25.3,0.0,0,16.9,38.5,1
Lqoliaa,2026-09-14,40.4,25.1,0.0,5,20.3,42.8,3
Lqoliaa,2026-09-15,35.8,24.9,0.3,5,19.1,40.3,3
Lqoliaa,2026-09-16,30.9,21.4,0.0,0,24.3,49.3,1
Lqoliaa,2026-09-17,27.2,20.5,0.0,2,18.4,39.6,2
Lqoliaa,2026-09-18,27.3,19.5,0.0,6,19.4,41.8,3
Lqoliaa,2026-09-19,33.8,19.8,0.0,5,16.2,34.9,3
Lqoliaa,2026-09-20,38.5,23.8,0.0,0,21.6,45.4,1
El Kelaa des Srarhna,2026-09-14,39.6,24.9,0.0,3,19.9,33.1,3
El Kelaa des Srarhna,2026-09-15,37.7,24.2,0.0,3,22.3,38.2,3
El Kelaa des Srarhna,2026-09-16,34.0,19.2,0.0,0,19.2,32.8,0
El Kelaa des Srarhna,2026-09-17,30.1,17.0,0.0,5,15.5,26.6,2
El Kelaa des Srarhna,2026-09-18,31.6,17.3,0.0,15,13.5,23.4,2
El Kelaa des Srarhna,2026-09-19,35.1,18.5,0.6,10,12.2,31.7,80
El Kelaa des Srarhna,2026-09-20,37.3,20.3,0.0,10,12.5,21.2,3
Moulay Abdallah,2026-09-14,32.6,21.8,0.0,0,15.8,24.8,2
Moulay Abdallah,2026-09-15,28.3,21.6,0.0,0,19.9,31.7,45
Moulay Abdallah,2026-09-16,25.8,21.1,0.0,0,22.2,35.6,2
Moulay Abdallah,2026-09-17,25.7,19.2,0.0,0,17.0,26.6,3
Moulay Abdallah,2026-09-18,25.8,18.9,0.0,0,21.8,35.6,45
Moulay Abdallah,2026-09-19,27.6,20.4,0.0,2,19.6,36.7,45
Moulay Abdallah,2026-09-20,30.3,21.1,0.0,0,18.9,35.3,45
Tiflet,2026-09-14,38.5,25.4,0.0,0,18.8,37.4,1
Tiflet,2026-09-15,33.4,21.8,0.0,0,18.9,38.2,1
Tiflet,2026-09-16,28.7,19.0,0.0,0,19.6,39.6,2
Tiflet,2026-09-17,27.0,16.3,0.0,0,14.5,29.9,3
Tiflet,2026-09-18,30.1,15.2,0.0,3,15.5,37.1,3
Tiflet,2026-09-19,34.9,18.8,0.0,3,14.1,33.1,3
Tiflet,2026-09-20,38.2,20.8,0.0,3,18.1,38.2,3
Oulad Teïma,2026-09-14,41.9,24.5,0.0,5,23.8,44.3,3
Oulad Teïma,2026-09-15,40.3,24.8,0.0,5,22.5,43.2,2
Oulad Teïma,2026-09-16,34.6,21.3,0.0,0,27.3,51.5,0
Oulad Teïma,2026-09-17,29.3,19.1,0.0,2,25.8,48.6,2
Oulad Teïma,2026-09-18,29.2,18.1,0.0,3,24.3,46.4,1
Oulad Teïma,2026-09-19,35.1,18.7,0.0,3,17.8,31.7,2
Oulad Teïma,2026-09-20,40.4,24.3,0.0,0,28.8,50.0,2
Berkane,2026-09-14,27.1,18.8,0.0,0,16.0,33.5,2
Berkane,2026-09-15,26.8,17.5,0.0,0,12.6,27.7,3
Berkane,2026-09-16,31.4,16.5,0.0,0,13.0,28.8,1
Berkane,2026-09-17,26.6,20.0,0.0,8,15.8,35.6,3
Berkane,2026-09-18,26.4,17.7,0.0,10,17.7,39.2,3
Berkane,2026-09-19,28.0,19.1,0.0,6,13.6,25.2,3
Berkane,2026-09-20,28.2,19.9,0.0,3,12.2,23.4,2
Ain El Aouda,2026-09-14,37.6,22.6,0.0,0,17.9,35.3,1
Ain El Aouda,2026-09-15,30.7,19.7,0.0,0,19.6,39.2,0
Ain El Aouda,2026-09-16,26.8,18.6,0.0,0,20.6,41.4,2
Ain El Aouda,2026-09-17,26.4,17.1,0.0,0,15.8,31.7,3
Ain El Aouda,2026-09-18,28.1,15.0,0.0,3,18.3,37.4,45
Ain El Aouda,2026-09-19,32.4,16.5,0.0,5,15.5,33.1,3
Ain El Aouda,2026-09-20,36.7,20.5,0.0,5,20.4,39.2,0
Errachidia,2026-09-14,36.4,25.1,0.0,3,21.4,42.1,3
Errachidia,2026-09-15,33.5,24.6,0.1,15,10.2,23.8,3
Errachidia,2026-09-16,33.0,21.7,0.0,3,21.7,43.2,2
Errachidia,2026-09-17,32.8,21.1,0.0,28,14.3,42.5,3
Errachidia,2026-09-18,33.2,22.4,0.0,38,11.2,24.5,3
Errachidia,2026-09-19,31.1,22.4,0.0,30,17.7,30.2,3
Errachidia,2026-09-20,33.0,21.6,0.0,11,10.7,21.2,1
Al Fqih Ben Çalah,2026-09-14,41.0,21.6,0.0,3,13.2,28.1,3
Al Fqih Ben Çalah,2026-09-15,39.2,21.7,0.0,0,21.7,41.0,3
Al Fqih Ben Çalah,2026-09-16,35.2,16.8,0.0,0,20.5,42.8,0
Al Fqih Ben Çalah,2026-09-17,32.8,16.1,0.0,2,14.9,30.2,45
Al Fqih Ben Çalah,2026-09-18,34.3,16.2,0.0,15,7.5,20.9,1
Al Fqih Ben Çalah,2026-09-19,37.8,18.3,0.0,9,13.8,46.1,3
Al Fqih Ben Çalah,2026-09-20,39.5,20.6,0.0,3,13.8,24.8,2
Ad Darwa,2026-09-14,38.0,23.9,0.0,0,17.7,33.8,2
Ad Darwa,2026-09-15,32.2,20.3,0.0,0,17.6,34.6,45
Ad Darwa,2026-09-16,27.4,19.3,0.0,0,19.0,36.4,45
Ad Darwa,2026-09-17,26.9,18.5,0.0,2,14.5,29.5,3
Ad Darwa,2026-09-18,27.6,16.3,0.0,3,19.5,38.2,45
Ad Darwa,2026-09-19,32.7,18.6,0.0,5,19.6,36.7,45
Ad Darwa,2026-09-20,36.9,20.5,0.0,5,19.8,40.3,3
Martil,2026-09-14,25.6,22.2,0.0,0,19.1,41.4,2
Martil,2026-09-15,26.1,21.3,0.0,0,11.3,27.0,2
Martil,2026-09-16,32.0,19.3,0.0,0,16.6,41.0,1
Martil,2026-09-17,25.4,19.5,0.0,3,16.1,36.7,3
Martil,2026-09-18,24.9,18.6,0.0,13,18.1,38.9,3
Martil,2026-09-19,25.7,21.7,0.0,18,23.1,40.0,3
Martil,2026-09-20,25.5,22.6,0.0,5,22.0,39.6,3
Sidi Slimane,2026-09-14,39.8,23.5,0.0,0,16.8,35.6,0
Sidi Slimane,2026-09-15,34.1,20.8,0.0,0,17.6,36.7,2
Sidi Slimane,2026-09-16,30.6,20.7,0.0,0,18.7,39.2,2
Sidi Slimane,2026-09-17,28.3,19.3,0.0,0,13.0,28.1,3
Sidi Slimane,2026-09-18,32.2,17.1,0.0,3,14.8,36.4,45
Sidi Slimane,2026-09-19,37.5,19.1,0.0,0,17.4,33.8,1
Sidi Slimane,2026-09-20,40.5,21.8,0.0,0,16.5,34.2,1
Oued Zem,2026-09-14,37.6,23.0,0.0,10,19.7,43.2,3
Oued Zem,2026-09-15,35.6,22.0,0.0,0,22.6,45.0,2
Oued Zem,2026-09-16,32.1,17.4,0.0,0,20.6,41.0,1
Oued Zem,2026-09-17,30.0,16.2,0.0,0,16.5,34.6,3
Oued Zem,2026-09-18,31.1,14.6,0.0,25,16.5,38.2,3
Oued Zem,2026-09-19,33.6,18.7,0.0,11,12.4,33.1,2
Oued Zem,2026-09-20,35.4,19.4,0.0,3,16.1,40.3,2
Sefrou,2026-09-14,34.5,24.7,0.0,0,17.7,38.9,3
Sefrou,2026-09-15,32.9,23.1,0.0,0,16.4,36.0,3
Sefrou,2026-09-16,29.1,18.4,0.0,0,18.4,40.0,1
Sefrou,2026-09-17,25.3,17.6,0.0,8,15.0,35.3,3
