city,date,temperature_2m_max,temperature_2m_min,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,lat,lng,risk_wind,risk_rain,risk_temp,risk_score_total
Imi-n-Tanout,2026-09-20,31.3,23.2,38,16.6,30.6,80,31.177,-8.8504,0,11.4,0,11.4
Imi-n-Tanout,2026-09-21,34.2,23.4,3,23.9,44.3,3,31.177,-8.8504,15,0.9,0,15.9
Imi-n-Tanout,2026-09-22,33.8,23.4,0,19.8,37.4,1,31.177,-8.8504,0,0.0,0,0.0
Imi-n-Tanout,2026-09-23,33.7,22.5,5,19.9,34.2,1,31.177,-8.8504,0,1.5,0,1.5
Imi-n-Tanout,2026-09-24,34.0,22.7,1,20.6,36.0,3,31.177,-8.8504,0,0.3,0,0.3
Imi-n-Tanout,2026-09-25,31.2,19.8,3,16.3,33.1,3,31.177,-8.8504,0,0.9,0,0.9
Sebt Gzoula,2026-09-19,32.8,18.7,0,14.8,29.5,2,32.1219,-9.0889,0,0.0,0,0.0
Sebt Gzoula,2026-09-20,30.0,20.7,0,15.2,29.9,2,32.1219,-9.0889,0,0.0,0,0.0
Sebt Gzoula,2026-09-21,34.3,21.0,0,12.2,24.1,3,32.1219,-9.0889,0,0.0,0,0.0
Sebt Gzoula,2026-09-22,33.6,19.7,0,16.3,31.3,1,32.1219,-9.0889,0,0.0,0,0.0
Sebt Gzoula,2026-09-23,31.8,16.9,0,12.1,24.1,0,32.1219,-9.0889,0,0.0,0,0.0
Sebt Gzoula,2026-09-24,27.4,16.8,0,12.7,25.9,3,32.1219,-9.0889,0,0.0,0,0.0
Sebt Gzoula,2026-09-25,26.7,19.0,3,15.6,31.0,3,32.1219,-9.0889,0,0.9,0,0.9
Tifariti,2026-09-19,31.4,16.7,0,25.2,39.2,3,26.158,-10.567,0,0.0,0,0.0
Tifariti,2026-09-20,37.5,19.5,0,13.0,25.9,0,26.158,-10.567,0,0.0,0,0.0
Tifariti,2026-09-21,38.8,25.0,6,24.1,40.0,3,26.158,-10.567,0,1.8,0,1.8
Tifariti,2026-09-22,39.0,24.5,4,20.8,36.0,3,26.158,-10.567,0,1.2,0,1.2
Tifariti,2026-09-23,38.6,25.8,6,19.6,36.0,3,26.158,-10.567,0,1.8,0,1.8
Tifariti,2026-09-24,39.0,26.6,3,20.7,37.8,3,26.158,-10.567,0,0.9,0,0.9
Tifariti,2026-09-25,37.5,26.7,8,20.1,34.6,3,26.158,-10.567,0,2.4,0,2.4
